ID,SMILES
64,CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1
65,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
66,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1
67,CCNC(C)C(=O)c1ccc(CC)cc1
68,CC(O)CC(=O)O
69,O=C(c1ccc(Br)cc1F)N1CCCCC1
70,O=[N+]([O-])c1ccc(/N=N/Nc2ccc([N+](=O)[O-])cc2)cc1
71,COc1ccc2c3c1O[C@H]1[C@@H](O)C=CC4[C@@H](C2)N(C)CC[C@@]341
72,Nc1ccc(C(=O)O)cc1F
73,Cc1cc(Br)c(F)cc1N
74,O=C(c1ccc(Cl)cc1)n1nnc2ccccc21
75,CCNc1nc(NCC)nc(OC)n1
76,COc1ccc(S(=O)(=O)Nc2nccs2)cc1
77,OCCn1nnc(-c2ccc(Cl)cc2)n1
78,O=Cc1cccc(I)c1
79,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
80,CC(C)(N)CNC(N)=O
81,C=CCNC(=O)C(O)C(O)C(=O)NCC=C
82,CC1CNC(=O)NC1=O
83,Cc1cc(Cl)ccc1OC(C)C(=O)O
84,CC1(C)c2ccccc2-c2ccc(Nc3ccc(-c4ccccc4)cc3)cc21
85,COc1ccc(-c2ccc(NN)nn2)cc1
86,C1CCc2nnnn2CC1
87,COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O
88,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)O
89,Nc1ncc(Br)c(Cl)c1[N+](=O)[O-]
90,Cc1ccc(CS(=O)(=O)c2nc[nH]n2)cc1
91,COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC
92,CCC(=O)NCc1cccc(Br)c1
93,O=c1[nH]c(=O)c2cccc(I)c2[nH]1
94,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
95,CN1C(=O)c2ccccc2C1=O
96,C1=Cc2ccccc2C(=C2CCN(CCCCc3nnn[nH]3)CC2)c2ccccc21
97,O=C(Cc1ccccc1F)N1CCNCC1
98,COCCc1ccc(OCC(O)CNC(C)C)cc1
99,COC(=O)C1C(=O)CC(C)(O)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
100,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
101,CC1CCCC2OC2C(=O)c2c(O)cc(O)cc2CC(=O)O1
102,Nc1ncc2cccc(F)c2n1
103,CCNS(=O)(=O)c1cc(Br)ccc1OC
104,CC(C)=CCNC(=N)N
105,COc1cc([N+](=O)[O-])ccc1NC(=O)c1ccccc1
106,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
107,O=C1Nc2cc(F)cc(F)c2C1=O
108,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
109,N=C(N)NCCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)O
110,O=C(CO)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
111,O=C(O)c1c(-n2cccc2)sc2c1CCC2
112,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1
113,CCC(C(=O)c1ccc(OC)cc1)N1CCCC1
114,CC/C=C\CC(=O)/C=C/C=C\C/C=C\C/C=C\CCCCCC(=O)O
115,O=C(CS)C(F)(F)F
116,N[C@H](C(=O)O)C1Cc2ccccc2C1
117,Fc1ccc(CSc2ncnc3[nH]cnc23)cc1
118,Nc1cc(F)c(Cl)cc1N
119,Oc1nc2ncccc2o1
120,Nc1ccc2nsnc2c1[N+](=O)[O-]
121,C[Si](C)(C)CN
122,Cc1cc2nc(N)nc(N)n2n1
123,COC(=O)CC(=O)OC
124,N=C(N)SCc1ccc(Br)cc1
125,CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O
126,Cc1ncc([N+](=O)[O-])n1CC(=O)O
127,CCOc1ccc(NC(=O)Nc2ccccc2)cc1
128,CCN(CC)c1ccc2c(c1)Oc1cc(C)cc(C)c1C21OC(=O)c2ccccc21
129,O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1
130,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCNC(=N)N
131,O=Cc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12
132,COCC(C)NCc1cc(F)ccc1F
133,O=C(c1cccc(Cl)c1)N1CCC(Cc2ccccc2)CC1
134,O=C(NC(COC1OC(C(=O)O)C(O)C(O)C1O)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
135,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
136,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
137,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O
138,NC1CCN(C(=O)C2CC2)CC1
139,O=C1Nc2ccccc2Sc2ccccc21
140,COc1ccc(C(O)(c2ccccc2)C2CC2)cc1
141,C/C=C/C1C(C(=O)c2c(O)c(-c3ccc(O)cc3)c[nH]c2=O)=CC(C)=C2CCC(C)CC21
142,O=C(O)CCCCCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O
143,CCCCn1c(C)cc2ccccc21
144,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
145,Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1
146,NC(C(=O)O)C1CC1
147,CCn1c(-c2ccc(F)cc2)n[nH]c1=S
148,COC(=O)c1cc(-c2ccccc2)sc1N
149,CC1=C2CC(=O)C(C)CC/C=C(\C)CC2(O)OC1=O
150,O=C(O)C1=Cc2cc(O)c(O)cc2C(c2ccc(O)c(O)c2)C1C(=O)O
151,Cc1n[nH]c(C)c1/N=N/c1sc(C(=O)O)c(C)c1C(=O)O
152,N=C(N)NCCCC(NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O
153,O=C(O)c1sc(Cl)cc1S(=O)(=O)N1CCOCC1
154,CC(C)(O/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
155,N=C(N)Nc1nc(CSCCC(=O)O)cs1
156,FC1CCCNCC1
157,COc1cc(O)c(C(=O)/C=C/c2ccccc2O)c(OC)c1
158,O=C1Nc2cc(F)cc(Cl)c2C1=O
159,COc1ccc(CNC(=S)Nc2ccccc2)cc1
160,c1ccc(CC2CCCNC2)cc1
161,CC(N)Cc1ccc2c(c1)CCC2
162,COC(=O)Cc1c[nH]c2ccccc12
163,Nc1nc(N)n(-c2ccccc2)n1
164,Oc1cccc2cc3cccc(O)c3c(O)c12
165,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](F)[C@H]1O
166,CCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1
167,Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12
168,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1
169,COC(=O)C(C(=O)OC)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
170,COc1cc(Br)c([N+](=O)[O-])cc1OC
171,CCCOc1ccc2nc(NC(=O)OC)sc2c1
172,Nc1cccc(O)c1
173,COc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1
174,Cc1cc(=O)oc2cc(N)ccc12
175,CCN(CC)C(=S)Nc1ccc([N+](=O)[O-])cc1
176,Fc1c[nH]c2nc(Cl)nc(Cl)c12
177,CN[C@H]1CC[C@H](N(Cc2cccc(-c3ccncc3)c2)C(=O)c2sc3ccccc3c2Cl)CC1
178,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
179,COc1ccc2ccc(=O)oc2c1
180,C#CCC(CCCCCC)C(=O)O
181,CCN(CC)c1ccccc1
182,Cc1ccc(C(=O)Nc2ccccc2)cc1
183,COc1ccc2[nH]c(SCc3ncc(C)c(O)c3C)nc2c1
184,CCCCC/C=C\C/C=C\CC(O)/C=C/C=C\CCCC(=O)O
185,CC1=C(C(=O)O[C@@H]2O[C@H](COC3OCC(O)C(O)C3O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1
186,O=C(O)COc1c(F)c(F)cc(F)c1F
187,O=C(O)c1cc(O)c2c(Cl)cc(Cl)cc2n1
188,COC(=O)c1cc(Br)cnc1Cl
189,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1
190,CNCC/C=C/c1cccnc1
191,CC(=O)NC(C(=O)O)C(C)(C)S
192,CC(C)C(C)n1cc(C(=O)c2cccc3ccccc23)c2ccccc21
193,CCN(CC)C(=O)CBr
194,O=C(O)CCc1cc2ccoc2cc1OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O
195,O=C1C[C@@H](c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)cc(O)c21
196,CN(CC(=O)O)C(=N)N
197,COc1cc2ccc(=O)oc2cc1OCC=C(C)C
198,CCC(CC)CN
199,COc1cc(OC)c(CC(C)N)c(OC)c1
200,O=C(O)c1ccc2nc3ccccn3c(=O)c2c1
201,COc1ccc(C(CN)c2c[nH]c3ccccc23)cc1
202,CC(=O)c1sc2nc(C)cc(C)c2c1N
203,Cc1cc(Cc2cc(C)c(O)c(C(=O)O)c2)cc(C(=O)O)c1O
204,c1ccc(COc2cccc3cc[nH]c23)cc1
205,Cc1ccc(S(=O)(=O)NC(=O)N2CCN(C)CC2)cc1
206,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
207,CCC(C)NCc1ccccc1Cl
208,O=C(O)Cc1c[nH]c2ccc(Cl)cc12
209,Oc1ccc2c(c1)Oc1ccc(Cl)cc1C(N1CCNCC1)=N2
210,CN1CC[C@]2(c3cccc(O)c3)Cc3nc4ccccc4cc3C[C@H]2C1
211,O=[N+]([O-])c1cc(-c2nnn[nH]2)ccc1F
212,C=CCOC(=O)N1CCC(N)CC1
213,CC(C)(C)OC(=O)N[C@@H](CC(=O)O)C(=O)O
214,COC(=O)C1(C)CC[C@]2(C)CCC3(C)C(=CC(=O)C4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)[C@@H]2C1
215,Nc1cc(Cl)nc(N)[n+]1[O-]
216,COc1cc(C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)ccc1O
217,CCCCCCCCCCCCC(=O)NC1CCOC1=O
218,O=C1CCN(c2ccccc2)N1
219,CC(C)C[C@H](NC(=O)[C@H](N)[C@H](C)O)C(=O)O
220,CCOC(=O)c1cnc2ccnn2c1N
221,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O
222,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
223,O=C(O)/C=C/c1cccs1
224,Brc1ccc2nccnc2n1
225,O=C(CCc1ccc(O)cc1)CC(O)CCc1ccc(O)cc1
226,COc1cc(Br)ccc1O
227,CN1C2CCC1CC(OC(=O)c1ccc(O)cc1)C2
228,COc1cc(OC)c2c(=O)c(O)c(-c3ccccc3)oc2c1
229,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](OS(=O)(=O)O)CC[C@@]43C)[C@@H]1CCC2=O
230,Cc1ccc(C2CCCN2C)cn1
231,CCOC(=O)CSc1nnc(CC)[nH]1
232,C=C1CCC2[C@@](C)(C(=O)O)CCC[C@]2(C)[C@H]1CC/C(C)=C/C(=O)OC
233,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3
234,O=C1Nc2c(F)ccc(Br)c2C1=O
235,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC
236,COP(=O)(OC)SCSc1ccc(Cl)cc1
237,CNC(C)C(=O)c1ccc(C)c(C)c1
238,O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1
239,CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn1cncn1
240,COc1cc(CCNCc2cccc3c2OCO3)c(OC)cc1I
241,COc1ccc2[nH]cc(CC(N)C(=O)O)c2c1
242,CCCCCC#CCC#CCC#CCC#CCCCC(=O)O
243,Cc1c(Cl)ncnc1Cl
244,O=c1nccc(C(F)(F)F)[nH]1
245,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
246,Brc1cnc(NCc2ccccc2)nc1
247,CC(C)CCC(N)C(=O)O
248,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccc(O)cc1
249,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O
250,O=C(O)C1OC(C(=O)O)C(C(=O)O)C1C(=O)O
251,C[C@@H](CC[C@@H]1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O)CC(=O)O
252,Brc1ccc(-c2ccccn2)nc1
253,COc1ccc2c(CCN(C(C)C)C(C)C)c[nH]c2c1
254,N#CC1(NC(=O)CCl)CCCCC1
255,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F
256,N=C(Nc1ccc(CCNCc2cccc(Cl)c2)cc1)c1cccs1
257,COc1cccc([N+](=O)[O-])c1C#N
258,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2
259,Oc1cccc(Br)c1Br
260,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
261,Cn1c(N)nc2cc(Cl)ccc21
262,C/C(=C\C(=O)O)c1ccc(C)c(=O)o1
263,COc1ccc(Br)c(CN(C)C)c1
264,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1
265,CSc1nc(Cl)cc(NC(C)C)n1
266,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H](O)[C@@H]1C/C=C\CCCC(=O)O
267,Cc1ccccc1NC(=S)NC(=O)c1ccccc1
268,COc1cc(Cl)c(S(=O)(=O)Cl)cc1C(=O)O
269,O=C(O)CN1CSC(=S)N(Cc2ccccc2)C1
270,Nc1cc(Cl)ccc1OC(F)(F)F
271,COc1c(CC=C(C)C)c(O)cc2c1C[C@H](c1ccc(O)c(CC=C(C)C)c1O)CO2
272,CCOC(=O)C1C=NN(c2ccccc2)C1=O
273,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1Cl
274,CC12CCC(CC(=O)c3ccccc3)(CC1)CC2
275,CO/C1=C\C(C)=C/[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C\C=C\[C@H](OC)C([C@@H](C)[C@@H](O)[C@@H](C)[C@@]2(O)C[C@@H](OC(=O)/C=C/C(=O)NC3=C(O)CCC3=O)[C@H](C)[C@@H](C(C)C)O2)OC1=O
276,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
277,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
278,CN(Cc1cccc(-c2ccncc2)c1)C(=O)OC(C(F)(F)F)C(F)(F)F
279,c1cc(N2CCNCC2)c2cc[nH]c2c1
280,CNC(C)C(=O)c1cccc(C)c1
281,C[C@]12CC[C@H]3C(=CCc4cc(OS(=O)(=O)O)ccc43)[C@@H]1CCC2=O
282,C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
283,Cc1ccc(S(=O)(=O)Oc2ccc(-c3ccccc3)cc2)cc1
284,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2
285,Oc1cc(O)nc(S)n1
286,CCOC(=O)CCCN1CCN(C)CC1
287,O=C(O)C1CC(=O)N(c2cccc(Br)c2)C1
288,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl
289,NC(=O)c1cc(F)cc(Br)c1
290,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13C2=O
291,O=C(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl
292,CCNCCC1=CCCCC1
293,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
294,O=C(Nc1ccccc1C(F)(F)F)c1cccc(Cl)c1
295,Brc1cccc(Cn2ccnc2)c1
296,CCCNCc1ccc(F)cc1
297,O=C(OCCN1CCCCC1)C1(c2ccccc2)CCCC1
298,CNC(=O)Oc1cc(C)cc(C)c1C
299,COc1cc(O)c(C(C)=O)c(OC)c1
300,CCN(CC)CCNCc1ccccc1
301,Cc1ccc(C(N)CC(=O)O)cc1
302,CCC1C(=O)NC(=O)C1(C)c1ccccc1
303,CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)O
304,O=C(O)C(c1ccccc1)C1(O)CCCC1
305,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC
306,CCCCCn1cc(C(=O)c2c(C)ccc3ccccc23)c2ccccc21
307,CC1(C)CCC[C@@]2(C)[C@H]1C[C@H]1O[C@@]1(C)[C@]21CC[C@@](C)(CC(=O)O)O1
308,COC(=O)[C@@H](N)CC(C)C
309,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
310,O=C(O)c1cn2ccccc2n1
311,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
312,CC1CN(C2CCNCC2)CC(C)O1
313,CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O
314,C/C=C/c1cc(OC)c2c(c1)OCO2
315,Nc1cc(Cl)cc(OC(F)(F)F)c1
316,COc1cc(Br)c(-c2ccc3cc(OC)c(OC)cc3c2O)cc1OC
317,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21
318,COc1cc(O)c2c(=O)cc(-c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3O)oc2c1OC
319,S=C(NCc1ccncc1)NC1CCCCC1
320,C=C1CCC2C(C)(C(=O)OC)CCCC2(C)C1CCC(C)CC(=O)O
321,FCCCCCn1ccc2ccccc21
322,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O
323,CCOC(=O)NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1
324,CC1OC(OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)C(OC(=O)/C=C/c2ccc(O)cc2)C(O)C1O
325,CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1
326,O=[N+]([O-])c1ccc(Br)cc1Nc1ccccc1
327,O=C(O)CNC(=O)c1ncccc1O
328,CN(C)C(C(=O)O)c1cc(Cl)cc(Cl)c1
329,COc1ccc(-c2nnc(-c3ccc(N)cc3)o2)cc1
330,CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O
331,CNC(C)C(=O)c1cccc(OC)c1
332,CCOC(=O)c1nc(Br)no1
333,O=C(O)Cc1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O
334,C/C(=C/COc1c2ccoc2cc2oc(=O)ccc12)CCC(OC(=O)CC(O)(CC(=O)O)C(=O)O)C(C)(C)O
335,NC(CC(=O)O)C(=O)NCC(=O)O
336,BrC1CCCCCC(Br)C12OCCO2
337,Cc1sc2ncnc(Cl)c2c1C
338,CC(O)C(N)C(=O)NC(CCCNC(=N)N)C(=O)O
339,Cc1cc(F)ccc1S(=O)(=O)Nc1nc2ccccc2nc1Cl
340,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21
341,CCN(Cc1ccccc1)c1ccc(C=C(C#N)C#N)cc1
342,O=C(O)c1ccccc1-n1cccc1
343,COc1cccc(-c2cc(=O)c3ccc(OC)cc3o2)c1
344,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
345,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
346,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3
347,CNc1nc(Cl)ncc1Br
348,Nc1ccn(C2OC(CO)C(OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C2O)c(=O)n1
349,O=S(=O)(O)CCNC(CO)(CO)CO
350,O=C(Nc1cc(Br)c(O)c(Br)c1)c1ccccc1
351,Oc1ccc(Cc2ccc(O)cc2)cc1
352,O=c1c(Oc2ccccc2F)coc2cc(O)ccc12
353,COc1ccc(NC(=N)Nc2nc(C)cc(C)n2)cc1
354,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1O
355,S=c1[nH]nc(-c2ccc(Cl)cc2)n1-c1ccccc1
356,CC1=C(C)CC(C(=O)Nc2ccc(N3C(=O)c4ccccc4C3=O)cc2)C(C(=O)O)C1
357,CCCCCN(CCCCC)C(CO)(CO)CO
358,CCCC(=O)Oc1cn(C)c2ccccc12
359,CCNc1ncnc2c1cnn2C
360,CCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1
361,O=C1NC(=O)C(=Cc2ccc(Cl)cc2)C(=O)N1
362,NC(=O)CC(=O)O
363,O=C(CCl)Nc1ccc2c(c1)OCO2
364,O=c1[nH]c2c(Cl)cc(Cl)cc2c(=O)o1
365,CC1=C(c2ccccc2)C(=O)N(C(C)(C)c2cc(Cl)cc(Cl)c2)CO1
366,Cc1cc(=O)oc2[nH]nc(C)c12
367,CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C
368,O=[N+]([O-])c1cncc(Br)c1O
369,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1
